Game,Owners,Price,_id,developer,genre,release date,reviews
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b586,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
Car Mechanic Simulator 2015,"500,000 - 1,000,000",88.94,60c18a9bb726da3db502b587,Red Dot Games,"Racing,Simulation",2015-04-23T00:00:00.000Z, 90% 
Life is Feudal: Your Own,"200,000 - 500,000",19.99,60c18a9bb726da3db502b588,Bitbox Ltd.,"Action,Indie,RPG,Simulation",2015-11-17T00:00:00.000Z, 64% 
The Guild II Renaissance,"200,000 - 500,000",9.99,60c18a9bb726da3db502b589,Rune Forge,"Simulation,Strategy",2010-07-28T00:00:00.000Z, 78% 
METAL GEAR SURVIVE,"200,000 - 500,000",29.99,60c18a9bb726da3db502b58a,Konami Digital Entertainment,"Action,Adventure,Strategy",2018-02-21T00:00:00.000Z, 62% 
OMSI 2: Steam Edition,"500,000 - 1,000,000",29.99,60c18a9bb726da3db502b58b,MR-Software GbR,"Casual,Simulation",2013-12-11T00:00:00.000Z, 70% 
Tooth and Tail,"200,000 - 500,000",19.99,60c18a9bb726da3db502b58c,Pocketwatch Games,"Action,Casual,Indie,Strategy",2017-09-12T00:00:00.000Z, 81% 
CarX Drift Racing Online,"500,000 - 1,000,000",9.99,60c18a9bb726da3db502b58d,CarX Technologies,"Massively Multiplayer,Racing,Simulation,Sports",2017-11-17T00:00:00.000Z, 88% 
Orwell: Keeping an Eye On You,"1,000,000 - 2,000,000",0,60c18a9bb726da3db502b58e,Osmotic Studios,"Adventure,Indie,Simulation",2016-10-27T00:00:00.000Z, 92% 
Injustice: Gods Among Us Ultimate Edition,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b58f,"NetherRealm Studios,High Voltage Software",Action,2013-11-12T00:00:00.000Z, 85% 
Superflight,"200,000 - 500,000",2.99,60c18a9bb726da3db502b590,GrizzlyGames,"Action,Casual,Indie,Racing,Sports",2017-11-08T00:00:00.000Z, 96% 
GROUND BRANCH,"200,000 - 500,000",19.99,60c18a9bb726da3db502b591,BlackFoot Studios,"Action,Indie,Early Access",2018-08-14T00:00:00.000Z, 77% 
Metro Exodus,"1,000,000 - 2,000,000",24.99,60c18a9bb726da3db502b592,4A Games,Action,2019-02-14T00:00:00.000Z, 88% 
Discord Bot Maker,"200,000 - 500,000",9.99,60c18a9bb726da3db502b593,Robert Borghese,"Utilities,Web Publishing",2017-08-21T00:00:00.000Z, 81% 
Shakes and Fidget,"1,000,000 - 2,000,000",0,60c18a9bb726da3db502b594,Playa Games GmbH,"Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Strategy",2016-02-24T00:00:00.000Z, 86% 
Hatred,"200,000 - 500,000",5.99,60c18a9bb726da3db502b595,Destructive Creations,"Action,Indie",2015-06-01T00:00:00.000Z, 77% 
天命奇御 Fate Seeker,"500,000 - 1,000,000",21.09,60c18a9bb726da3db502b596,甲山林娛樂股份有限公司,RPG,2018-08-07T00:00:00.000Z, 91% 
Regions Of Ruin,"200,000 - 500,000",11.99,60c18a9bb726da3db502b597,Vox Games,"Action,Adventure,Indie,RPG,Simulation,Strategy",2018-02-05T00:00:00.000Z, 86% 
Fury Unleashed,"50,000 - 100,000",14.99,60c18a9bb726da3db502b598,Awesome Games Studio,"Action,Adventure,Indie,RPG,Early Access",2017-02-24T00:00:00.000Z, 86% 
LoveBeat,"200,000 - 500,000",0,60c18a9bb726da3db502b599,"CRAZYDIAMOND CO., LTD.","Action,Casual,Free to Play,Massively Multiplayer",2016-01-13T00:00:00.000Z, 73% 
GUILTY GEAR XX ACCENT CORE PLUS R,"100,000 - 200,000",14.99,60c18a9bb726da3db502b59a,Arc System Works,Action,2015-05-26T00:00:00.000Z, 92% 
Grimm,"1,000,000 - 2,000,000",3.99,60c18a9bb726da3db502b59b,Spicyhorse Games,"Casual,Indie",2014-01-06T00:00:00.000Z, 90% 
Unfortunate Spacemen,"200,000 - 500,000",14.99,60c18a9bb726da3db502b59c,"Geoff 'Zag' Keene","Action,Indie,Early Access",2016-05-06T00:00:00.000Z, 77% 
Headsnatchers,"200,000 - 500,000",14.99,60c18a9bb726da3db502b59d,IguanaBee,"Action,Casual,Indie,Sports,Early Access",2018-07-24T00:00:00.000Z, 79% 
Wild West Saga: Idle Tycoon Clicker,"100,000 - 200,000",0,60c18a9bb726da3db502b59e,Tamasenco,"Casual,Free to Play,Indie,Simulation",2018-05-30T00:00:00.000Z, 67% 
Business Tour - Board Game with Online Multiplayer,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b59f,Creobit,"Casual,Free to Play,Indie,Massively Multiplayer,Strategy",2017-07-27T00:00:00.000Z, 63% 
Blender,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b5a0,Blender Foundation,"Animation & Modeling,Design & Illustration,Video Production",2015-07-03T00:00:00.000Z, 96% 
DOKA 2 KISHKI EDITION,"100,000 - 200,000",0.99,60c18a9bb726da3db502b5a1,Agafonoff,"Action,Adventure,Casual,Indie,RPG,Simulation",2018-11-05T00:00:00.000Z, 88% 
Shank 2,"200,000 - 500,000",9.99,60c18a9bb726da3db502b5a2,Klei Entertainment,"Action,Adventure,Indie",2012-02-07T00:00:00.000Z, 81% 
SCP: Secret Laboratory,"5,000,000 - 10,000,000",0,60c18a9bb726da3db502b5a3,Northwood Studios,"Action,Free to Play",2017-12-29T00:00:00.000Z, 84% 
VRChat,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b5a4,VRChat Inc.,"Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access",2017-02-01T00:00:00.000Z, 88% 
Aim Lab,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b5a5,Statespace,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Early Access",2018-02-07T00:00:00.000Z, 81% 
Alien Swarm: Reactive Drop,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b5a6,Reactive Drop Team,"Action,Free to Play",2017-04-20T00:00:00.000Z, 93% 
Fuse,"200,000 - 500,000",0,60c18a9bb726da3db502b5a7,Mixamo,"Animation & Modeling,Design & Illustration,Utilities,Video Production",2013-11-06T00:00:00.000Z, 61% 
.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,"0 - 20,000",453.42,60c18a9bb726da3db502b5a8,Veslo Games,"Action,Adventure,Indie,Simulation",2018-05-03T00:00:00.000Z, 77% 
The Madness of Little Emma,"20,000 - 50,000",8.99,60c18a9bb726da3db502b5a9,Bartosz Bojarowski,"Action,Indie",2015-12-21T00:00:00.000Z, 78% 
Dead6hot,"200,000 - 500,000",0.99,60c18a9bb726da3db502b5aa,Chuck Productions,"Action,Casual",2016-02-01T00:00:00.000Z, 45% 
Ninja Stealth 2,"50,000 - 100,000",11.92,60c18a9bb726da3db502b5ab,SC Jogos,"Action,Adventure,Indie,Strategy",2017-01-30T00:00:00.000Z, 53% 
Botology,"50,000 - 100,000",0.99,60c18a9bb726da3db502b5ac,Black Lime Studio,"Action,Indie",2015-06-24T00:00:00.000Z, 29% 
"PLAYERUNKNOWN'S BATTLEGROUNDS","50,000,000 - 100,000,000",29.99,60c18aba7d127c46f6a6399b,PUBG Corporation,"Action,Adventure,Massively Multiplayer",2017-12-21T00:00:00.000Z, 49% 
DayZ,"5,000,000 - 10,000,000",44.99,60c18aba7d127c46f6a6399c,Bohemia Interactive,"Action,Adventure,Massively Multiplayer",2018-12-13T00:00:00.000Z, 61% 
EVE Online,"2,000,000 - 5,000,000",0,60c18aba7d127c46f6a6399d,CCP,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",2003-05-06T00:00:00.000Z, 74% 
Devil May Cry 5,"2,000,000 - 5,000,000",59.99,60c18aba7d127c46f6a6399e,"CAPCOM Co., Ltd.",Action,2019-03-07T00:00:00.000Z, 92% 
Human: Fall Flat,"5,000,000 - 10,000,000",14.99,60c18aba7d127c46f6a6399f,No Brakes Games,"Adventure,Indie",2016-07-22T00:00:00.000Z, 91% 
They Are Billions,"1,000,000 - 2,000,000",29.99,60c18aba7d127c46f6a639a0,Numantian Games,"Strategy,Early Access",2017-12-12T00:00:00.000Z, 85% 
Stonehearth,"500,000 - 1,000,000",19.99,60c18aba7d127c46f6a639a1,Radiant Entertainment,"Indie,Simulation,Strategy",2018-07-25T00:00:00.000Z, 75% 
GOD EATER 3,"100,000 - 200,000",59.99,60c18aba7d127c46f6a639a2,BANDAI NAMCO Studios Inc.,Action,2019-02-07T00:00:00.000Z, 77% 
"Star Wars: Battlefront 2 (Classic, 2005)","2,000,000 - 5,000,000",9.99,60c18aba7d127c46f6a639a3,Pandemic Studios,Action,2005-11-01T00:00:00.000Z, 91% 
Battlefleet Gothic: Armada 2,"100,000 - 200,000",39.99,60c18aba7d127c46f6a639a4,Tindalos Interactive,Strategy,2019-01-24T00:00:00.000Z, 72% 
RUNNING WITH RIFLES,"1,000,000 - 2,000,000",14.99,60c18aba7d127c46f6a639a5,Osumia Games,"Action,Indie",2015-04-02T00:00:00.000Z, 87% 
"The Witcher: Enhanced Edition Director's Cut","2,000,000 - 5,000,000",9.99,60c18aba7d127c46f6a639a6,CD PROJEKT RED,"Action,RPG",2008-09-16T00:00:00.000Z, 85% 
Forts,"200,000 - 500,000",14.99,60c18aba7d127c46f6a639a7,EarthWork Games,"Action,Strategy",2017-04-19T00:00:00.000Z, 79% 
Northgard,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639a8,Shiro Games,"Indie,Simulation,Strategy",2018-03-07T00:00:00.000Z, 83% 
Realm Royale,"5,000,000 - 10,000,000",0,60c18aba7d127c46f6a639a9,Heroic Leap Games,"Action,Free to Play,Early Access",2018-06-05T00:00:00.000Z, 64% 
Men of War: Assault Squad 2,"1,000,000 - 2,000,000",84.97,60c18aba7d127c46f6a639aa,Digitalmindsoft,"Action,Simulation,Strategy",2014-05-15T00:00:00.000Z, 84% 
JUMP FORCE,"200,000 - 500,000",59.99,60c18aba7d127c46f6a639ab,"Spike Chunsoft Co., Ltd.",Action,2019-02-14T00:00:00.000Z, 55% 
Ring of Elysium,"10,000,000 - 20,000,000",0,60c18aba7d127c46f6a639ac,Aurora Studio,"Action,Free to Play,Massively Multiplayer,Early Access",2018-09-19T00:00:00.000Z, 74% 
TEKKEN 7,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a639ad,BANDAI NAMCO Studios Inc.,"Action,Sports",2017-06-01T00:00:00.000Z, 81% 
Golf It!,"1,000,000 - 2,000,000",8.99,60c18aba7d127c46f6a639ae,Perfuse Entertainment,"Casual,Indie,Simulation,Sports,Early Access",2017-02-17T00:00:00.000Z, 80% 
Heroes & Generals,"10,000,000 - 20,000,000",0,60c18aba7d127c46f6a639af,RETO MOTO,"Action,Free to Play,Indie,Massively Multiplayer,Strategy",2016-10-18T00:00:00.000Z, 65% 
DRAGON BALL FighterZ,"1,000,000 - 2,000,000",59.99,60c18aba7d127c46f6a639b0,Arc System Works,Action,2018-01-26T00:00:00.000Z, 82% 
DRAGON BALL XENOVERSE 2,"500,000 - 1,000,000",49.99,60c18aba7d127c46f6a639b1,"QLOC,DIMPS","Action,Adventure,Casual,Massively Multiplayer",2016-10-27T00:00:00.000Z, 78% 
Frostpunk,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639b2,11 bit studios,"Simulation,Strategy",2018-04-24T00:00:00.000Z, 86% 
Fable Anniversary,"500,000 - 1,000,000",34.99,60c18aba7d127c46f6a639b3,Lionhead Studios,RPG,2014-09-12T00:00:00.000Z, 77% 
PC Building Simulator,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639b4,"Claudiu Kiss,The Irregular Corporation","Indie,Simulation",2019-01-29T00:00:00.000Z, 88% 
DiRT Rally 2.0,"1,000,000 - 2,000,000",59.99,60c18aba7d127c46f6a639b5,Codemasters,"Racing,Simulation,Sports",2019-02-25T00:00:00.000Z, 64% 
Scrap Mechanic,"5,000,000 - 10,000,000",19.99,60c18aba7d127c46f6a639b6,Axolot Games,"Action,Adventure,Indie,Simulation,Early Access",2016-01-19T00:00:00.000Z, 84% 
Prison Architect,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639b7,Introversion Software,"Indie,Simulation,Strategy",2015-10-06T00:00:00.000Z, 93% 
Bloons TD 6,"2,000,000 - 5,000,000",9.99,60c18aba7d127c46f6a639b8,Ninja Kiwi,Strategy,2018-12-17T00:00:00.000Z, 68% 
The Universim,"200,000 - 500,000",29.99,60c18aba7d127c46f6a639b9,Crytivo,"Indie,Simulation,Strategy,Early Access",2018-08-28T00:00:00.000Z, 73% 
Sniper Elite 4,"2,000,000 - 5,000,000",59.99,60c18aba7d127c46f6a639ba,Rebellion,"Action,Adventure",2017-02-13T00:00:00.000Z, 85% 
SCUM,"2,000,000 - 5,000,000",19.99,60c18aba7d127c46f6a639bb,"Gamepires,Croteam","Action,Adventure,Indie,Massively Multiplayer,Early Access",2018-08-29T00:00:00.000Z, 64% 
Golf With Your Friends,"1,000,000 - 2,000,000",5.99,60c18aba7d127c46f6a639bc,Blacklight Interactive,"Casual,Indie,Sports,Early Access",2016-01-29T00:00:00.000Z, 89% 
Company of Heroes 2,"2,000,000 - 5,000,000",19.99,60c18aba7d127c46f6a639bd,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,2013-06-25T00:00:00.000Z, 74% 
Pummel Party,"2,000,000 - 5,000,000",14.99,60c18aba7d127c46f6a639be,Rebuilt Games,"Action,Casual,Indie",2018-09-20T00:00:00.000Z, 82% 
The Isle,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639bf,Afterthought LLC,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access",2015-12-01T00:00:00.000Z, 69% 
"Hot Dogs, Horseshoes & Hand Grenades","500,000 - 1,000,000",19.99,60c18aba7d127c46f6a639c0,RUST LTD.,"Action,Indie,Simulation,Early Access",2016-04-05T00:00:00.000Z, 96% 
Project CARS 2,"1,000,000 - 2,000,000",59.99,60c18aba7d127c46f6a639c1,Slightly Mad Studios,Racing,2017-09-21T00:00:00.000Z, 71% 
Euro Truck Simulator 2,"5,000,000 - 10,000,000",19.99,60c18aba7d127c46f6a639c2,SCS Software,"Indie,Simulation",2012-10-12T00:00:00.000Z, 96% 
Killing Floor 2,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639c3,Tripwire Interactive,Action,2016-11-18T00:00:00.000Z, 89% 
Slime Rancher,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639c4,Monomi Park,"Action,Adventure,Indie,Simulation",2017-08-01T00:00:00.000Z, 96% 
Rising Storm 2: Vietnam,"1,000,000 - 2,000,000",24.99,60c18aba7d127c46f6a639c5,"Antimatter Games,Tripwire Interactive","Action,Massively Multiplayer,Simulation,Strategy",2017-05-30T00:00:00.000Z, 80% 
The Binding of Isaac: Rebirth,"2,000,000 - 5,000,000",14.99,60c18aba7d127c46f6a639c6,"Nicalis, Inc.",Action,2014-11-04T00:00:00.000Z, 97% 
ASTRONEER,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639c7,System Era Softworks,"Adventure,Indie",2016-12-16T00:00:00.000Z, 84% 
Elite Dangerous,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639c8,Frontier Developments,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2015-04-02T00:00:00.000Z, 68% 
Portal 2,"10,000,000 - 20,000,000",9.99,60c18aba7d127c46f6a639c9,Valve,"Action,Adventure",2011-04-18T00:00:00.000Z, 98% 
Oxygen Not Included,"1,000,000 - 2,000,000",24.99,60c18aba7d127c46f6a639ca,Klei Entertainment,"Indie,Simulation,Early Access",2017-05-18T00:00:00.000Z, 93% 
BeamNG.drive,"2,000,000 - 5,000,000",24.99,60c18aba7d127c46f6a639cb,BeamNG,"Racing,Simulation,Early Access",2015-05-29T00:00:00.000Z, 89% 
DCS World Steam Edition,"2,000,000 - 5,000,000",0,60c18aba7d127c46f6a639cc,Eagle Dynamics SA,"Free to Play,Simulation",2013-03-18T00:00:00.000Z, 76% 
Forager,"500,000 - 1,000,000",19.99,60c18aba7d127c46f6a639cd,HopFrog,"Action,Adventure,Indie,Simulation",2019-04-18T00:00:00.000Z, 87% 
Albion Online,"1,000,000 - 2,000,000",0,60c18aba7d127c46f6a639ce,Sandbox Interactive GmbH,"Free to Play,Massively Multiplayer,RPG",2017-07-17T00:00:00.000Z, 54% 
Car Mechanic Simulator 2018,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639cf,Red Dot Games,"Racing,Simulation",2017-07-28T00:00:00.000Z, 76% 
Pavlov VR,"1,000,000 - 2,000,000",9.99,60c18aba7d127c46f6a639d0,davevillz,"Action,Indie,Early Access",2017-02-27T00:00:00.000Z, 89% 
Left 4 Dead 2,"20,000,000 - 50,000,000",9.99,60c18aba7d127c46f6a639d1,Valve,Action,2009-11-16T00:00:00.000Z, 96% 
Yu-Gi-Oh! Duel Links,"2,000,000 - 5,000,000",0,60c18aba7d127c46f6a639d2,Konami Digital Entertainment,"Free to Play,Strategy",2017-11-16T00:00:00.000Z, 75% 
Wreckfest,"1,000,000 - 2,000,000",44.99,60c18aba7d127c46f6a639d3,Bugbear,"Action,Indie,Racing,Simulation,Sports",2018-06-14T00:00:00.000Z, 77% 
"Conqueror's Blade","2,000,000 - 5,000,000",0,60c18aba7d127c46f6a639d4,Booming Games,"Action,Free to Play,Massively Multiplayer,Strategy",2019-05-30T00:00:00.000Z, 46% 
Kenshi,"1,000,000 - 2,000,000",29.99,60c18aba7d127c46f6a639d5,Lo-Fi Games,"Action,Indie,RPG,Simulation,Strategy",2018-12-06T00:00:00.000Z, 88% 
Crossout,"2,000,000 - 5,000,000",0,60c18aba7d127c46f6a639d6,Targem Games,"Action,Free to Play,Massively Multiplayer,Racing",2017-07-26T00:00:00.000Z, 66% 
Subnautica,"2,000,000 - 5,000,000",24.99,60c18aba7d127c46f6a639d7,Unknown Worlds Entertainment,"Adventure,Indie",2018-01-23T00:00:00.000Z, 94% 
Wallpaper Engine,"10,000,000 - 20,000,000",3.99,60c18aba7d127c46f6a639d8,Kristjan Skutta,"Animation & Modeling,Design & Illustration,Utilities",2018-11-16T00:00:00.000Z, 96% 
Subnautica: Below Zero,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639d9,Unknown Worlds Entertainment,"Adventure,Indie,Early Access",2019-01-30T00:00:00.000Z, 89% 
7 Days to Die,"5,000,000 - 10,000,000",24.99,60c18aba7d127c46f6a639da,The Fun Pimps,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",2013-12-13T00:00:00.000Z, 77% 
Fallout: New Vegas,"500,000 - 1,000,000",9.99,60c18aba7d127c46f6a639db,Obsidian Entertainment,"Action,RPG",2010-10-19T00:00:00.000Z, 95% 
Surviving Mars,"1,000,000 - 2,000,000",29.99,60c18aba7d127c46f6a639dc,Haemimont Games,"Simulation,Strategy",2018-03-15T00:00:00.000Z, 71% 
Europa Universalis IV,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a639dd,Paradox Development Studio,"Simulation,Strategy",2013-08-13T00:00:00.000Z, 82% 
Slay the Spire,"2,000,000 - 5,000,000",24.99,60c18aba7d127c46f6a639de,Mega Crit Games,"Indie,Strategy",2019-01-23T00:00:00.000Z, 96% 
PAYDAY 2,"10,000,000 - 20,000,000",9.99,60c18aba7d127c46f6a639df,OVERKILL - a Starbreeze Studio.,"Action,RPG",2013-08-13T00:00:00.000Z, 84% 
Insurgency: Sandstorm,"1,000,000 - 2,000,000",29.99,60c18aba7d127c46f6a639e0,New World Interactive,Action,2018-12-12T00:00:00.000Z, 75% 
Deep Rock Galactic,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639e1,Ghost Ship Games,"Action,Indie,Early Access",2018-02-28T00:00:00.000Z, 93% 
"No Man's Sky","5,000,000 - 10,000,000",59.99,60c18aba7d127c46f6a639e2,Hello Games,"Action,Adventure",2016-08-12T00:00:00.000Z, 51% 
Tabletop Simulator,"2,000,000 - 5,000,000",19.99,60c18aba7d127c46f6a639e3,Berserk Games,"Casual,Indie,RPG,Simulation,Strategy",2015-06-05T00:00:00.000Z, 93% 
Space Engineers,"2,000,000 - 5,000,000",19.99,60c18aba7d127c46f6a639e4,Keen Software House,"Action,Indie,Simulation,Strategy",2019-02-28T00:00:00.000Z, 87% 
Blade and Sorcery,"1,000,000 - 2,000,000",19.99,60c18aba7d127c46f6a639e5,WarpFrog,"Action,Adventure,Indie,RPG,Simulation,Early Access",2018-12-11T00:00:00.000Z, 87% 
Raft,"5,000,000 - 10,000,000",19.99,60c18aba7d127c46f6a639e6,Redbeet Interactive,"Adventure,Indie,Simulation,Early Access",2018-05-23T00:00:00.000Z, 78% 
Factorio,"2,000,000 - 5,000,000",30,60c18aba7d127c46f6a639e7,Wube Software LTD.,"Casual,Indie,Simulation,Strategy,Early Access",2016-02-25T00:00:00.000Z, 98% 
Total War: WARHAMMER,"2,000,000 - 5,000,000",59.99,60c18aba7d127c46f6a639e8,"CREATIVE ASSEMBLY,Feral Interactive (Linux),Feral Interactive (Mac)","Action,Strategy",2016-05-24T00:00:00.000Z, 75% 
"Garry's Mod","20,000,000 - 50,000,000",9.99,60c18aba7d127c46f6a639e9,Facepunch Studios,"Indie,Simulation",2006-11-29T00:00:00.000Z, 95% 
Brawlhalla,"20,000,000 - 50,000,000",0,60c18aba7d127c46f6a639ea,Blue Mammoth Games,"Action,Free to Play,Indie",2017-10-17T00:00:00.000Z, 83% 
World of Warships,"5,000,000 - 10,000,000",0,60c18aba7d127c46f6a639eb,Wargaming Group Limited,"Action,Free to Play,Massively Multiplayer,Simulation",2017-11-15T00:00:00.000Z, 71% 
Coming Out on Top,"50,000 - 100,000",14.99,60c18aba7d127c46f6a639ec,Obscurasoft,"Casual,Indie,Simulation",2014-12-10T00:00:00.000Z, 94% 
"Don't Starve Together","10,000,000 - 20,000,000",14.99,60c18aba7d127c46f6a639ed,Klei Entertainment,"Adventure,Indie,Simulation",2016-04-21T00:00:00.000Z, 96% 
Crusader Kings II,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a639ee,Paradox Development Studio,"RPG,Simulation,Strategy",2012-02-14T00:00:00.000Z, 90% 
Conan Exiles,"1,000,000 - 2,000,000",39.99,60c18aba7d127c46f6a639ef,Funcom,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2018-05-08T00:00:00.000Z, 69% 
Barotrauma,"500,000 - 1,000,000",29.99,60c18aba7d127c46f6a639f0,"FakeFish,Undertow Games","Action,Indie,Simulation,Strategy,Early Access",2019-06-05T00:00:00.000Z, 76% 
Kingdom Come: Deliverance,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639f1,Warhorse Studios,"Action,Adventure,RPG",2018-02-13T00:00:00.000Z, 74% 
The Forest,"5,000,000 - 10,000,000",19.99,60c18aba7d127c46f6a639f2,Endnight Games Ltd,"Action,Adventure,Indie,Simulation",2018-04-30T00:00:00.000Z, 92% 
Overcooked! 2,"1,000,000 - 2,000,000",24.99,60c18aba7d127c46f6a639f3,"Ghost Town Games Ltd.,Team17 Digital Ltd","Action,Casual,Indie",2018-08-07T00:00:00.000Z, 81% 
Warhammer: Vermintide 2,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a639f4,Fatshark,Action,2018-03-08T00:00:00.000Z, 75% 
Mortal Kombat 11,"1,000,000 - 2,000,000",59.99,60c18aba7d127c46f6a639f5,"NetherRealm Studios,QLOC,Shiver",Action,2019-04-23T00:00:00.000Z, 59% 
Squad,"1,000,000 - 2,000,000",39.99,60c18aba7d127c46f6a639f6,Offworld Industries,"Action,Indie,Strategy,Early Access",2015-12-14T00:00:00.000Z, 83% 
Terraria,"20,000,000 - 50,000,000",9.99,60c18aba7d127c46f6a639f7,Re-Logic,"Action,Adventure,Indie,RPG",2011-05-16T00:00:00.000Z, 96% 
Kerbal Space Program,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a639f8,Squad,"Indie,Simulation",2015-04-27T00:00:00.000Z, 90% 
Hearts of Iron IV,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a639f9,Paradox Development Studio,"Simulation,Strategy",2016-06-06T00:00:00.000Z, 86% 
RimWorld,"2,000,000 - 5,000,000",34.99,60c18aba7d127c46f6a639fa,Ludeon Studios,"Indie,Simulation,Strategy",2018-10-17T00:00:00.000Z, 97% 
Stardew Valley,"5,000,000 - 10,000,000",14.99,60c18aba7d127c46f6a639fb,ConcernedApe,"Indie,RPG,Simulation",2016-02-26T00:00:00.000Z, 96% 
ARK: Survival Evolved,"5,000,000 - 10,000,000",49.99,60c18aba7d127c46f6a639fc,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Action,Adventure,Indie,Massively Multiplayer,RPG",2017-08-27T00:00:00.000Z, 69% 
Arma 3,"5,000,000 - 10,000,000",57.98,60c18aba7d127c46f6a639fd,Bohemia Interactive,"Action,Simulation,Strategy",2013-09-12T00:00:00.000Z, 89% 
Divinity: Original Sin 2 - Definitive Edition,"5,000,000 - 10,000,000",44.99,60c18aba7d127c46f6a639fe,Larian Studios,"Adventure,RPG,Strategy",2017-09-14T00:00:00.000Z, 94% 
Risk of Rain 2,"5,000,000 - 10,000,000",19.99,60c18aba7d127c46f6a639ff,Hopoo Games,"Action,Indie,Early Access",2019-03-28T00:00:00.000Z, 94% 
Team Fortress 2,"50,000,000 - 100,000,000",0,60c18aba7d127c46f6a63a00,Valve,"Action,Free to Play",2007-10-10T00:00:00.000Z, 93% 
Beat Saber,"2,000,000 - 5,000,000",29.99,60c18aba7d127c46f6a63a01,Beat Games,Indie,2019-05-21T00:00:00.000Z, 93% 
War Thunder,"20,000,000 - 50,000,000",0,60c18aba7d127c46f6a63a02,Gaijin Entertainment,"Action,Free to Play,Massively Multiplayer,Simulation",2013-08-15T00:00:00.000Z, 78% 
Dead by Daylight,"10,000,000 - 20,000,000",19.99,60c18aba7d127c46f6a63a03,Behaviour Digital Inc.,Action,2016-06-14T00:00:00.000Z, 76% 
Dying Light,"5,000,000 - 10,000,000",39.99,60c18aba7d127c46f6a63a04,Techland,"Action,RPG",2015-01-26T00:00:00.000Z, 92% 
Borderlands: The Pre-Sequel,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a63a05,"2K Australia,Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2014-10-14T00:00:00.000Z, 80% 
Cities: Skylines,"5,000,000 - 10,000,000",29.99,60c18aba7d127c46f6a63a06,Colossal Order Ltd.,"Simulation,Strategy",2015-03-10T00:00:00.000Z, 91% 
Stellaris,"2,000,000 - 5,000,000",39.99,60c18aba7d127c46f6a63a07,Paradox Development Studio,"Simulation,Strategy",2016-05-09T00:00:00.000Z, 77% 
American Truck Simulator,"2,000,000 - 5,000,000",19.99,60c18aba7d127c46f6a63a08,SCS Software,"Indie,Simulation",2016-02-02T00:00:00.000Z, 92% 
Total War: WARHAMMER II,"2,000,000 - 5,000,000",59.99,60c18aba7d127c46f6a63a09,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2017-09-28T00:00:00.000Z, 85% 
Hell Let Loose,"1,000,000 - 2,000,000",29.99,60c18aba7d127c46f6a63a0a,Black Matter Pty Ltd,"Action,Indie,Simulation,Strategy,Early Access",2019-06-06T00:00:00.000Z, 72% 
